Filename,Description,Category,SubCategory,Library,Duration,Manufacturer,BitDepth,SampleRate,Channels,Designer,Keywords,URL,Source,Notes
Battle_Game_Bag_Foley_Backpack_Cloth_Open_Long_Warm_Soft_1_Heavy_Whoosh.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.418,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Backpack Cloth Open Long Warm Soft 1 Heavy Whoosh,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Cloth_Body_Hit_Thud_Light_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:00.968,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Cloth Body Hit Thud Light 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Cloth_Close_Gear_1_Heavy_Lift_Set_Down_Pick_Up_Grab.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.375,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Cloth Close Gear 1 Heavy Lift Set Down Pick Up Grab,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Cloth_Close_Gear_2_Heavy_Lift_Set_Down_Pick_Up_Grab.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.406,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Cloth Close Gear 2 Heavy Lift Set Down Pick Up Grab,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Cloth_Close_Gear_3_Heavy_Lift_Set_Down_Pick_Up_Grab.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.281,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Cloth Close Gear 3 Heavy Lift Set Down Pick Up Grab,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Cloth_Close_Gear_4_Heavy_Lift_Set_Down_Pick_Up_Grab.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.625,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Cloth Close Gear 4 Heavy Lift Set Down Pick Up Grab,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Cloth_Crouch_Slide_Gear_Movement_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.031,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Cloth Crouch Slide Gear Movement 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Cloth_Grab_Body_Equipment_Satchel_Crafting_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.094,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Cloth Grab Body Equipment Satchel Crafting 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Gear_Movement_Cloth_Slide_Pick_Up_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:02.000,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Gear Movement Cloth Slide Pick Up 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Open_Loot_Reveal_Movement_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.394,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Open Loot Reveal Movement 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Plastic_Movement_Pick_Up_Slide_Shake_Drug_Package_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:02.260,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Plastic Movement Pick Up Slide Shake Drug Package 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Plastic_Movement_Pick_Up_Slide_Shake_Drug_Package_2.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.574,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Plastic Movement Pick Up Slide Shake Drug Package 2,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Foley_Plastic_Movement_Pick_Up_Slide_Shake_Drug_Package_3.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.500,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Foley Plastic Movement Pick Up Slide Shake Drug Package 3,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Item_Ammo_Perk_Heavy_Impact_Bass_Inventory_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:00.744,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Item Ammo Perk Heavy Impact Bass Inventory 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Item_Inventory_Gear_Ammo_Satchel_Grab_Hit_Backpack_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.040,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Item Inventory Gear Ammo Satchel Grab Hit Backpack 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Item_Inventory_Gear_Pick_Up_Equip_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.575,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Item Inventory Gear Pick Up Equip 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Item_Inventory_Gear_Pick_Up_Equip_2_Fast.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:00.625,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Item Inventory Gear Pick Up Equip 2 Fast,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Item_Inventory_Gear_Slide_Off_ Cloth_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.194,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Item Inventory Gear Slide Off Cloth 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Item_Inventory_Gear_Slide_Off_Drop_Slow_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.689,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Item Inventory Gear Slide Off Drop Slow 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Item_Organic_Inventory_Pick_Up_Store_Cloth_Slide_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:02.250,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Item Organic Inventory Pick Up Store Cloth Slide 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Pick_Up_Inventory_Relief_Kit_Cloth_Item_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.562,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Pick Up Inventory Relief Kit Cloth Item 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Pick_Up_Inventory_Relief_Kit_Cloth_Item_2_Heavy.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:02.145,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Pick Up Inventory Relief Kit Cloth Item 2 Heavy,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Pick_Up_Inventory_Relief_Kit_Cloth_Item_3_Light.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.812,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Pick Up Inventory Relief Kit Cloth Item 3 Light,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_UI_Inventory_Drop_Heavy_Or_Pick_Up_Big_Item_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:00.980,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag UI Inventory Drop Heavy Or Pick Up Big Item 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_UI_Inventory_Drop_Heavy_Or_Pick_Up_Big_Item_2.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.273,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag UI Inventory Drop Heavy Or Pick Up Big Item 2,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Bag_Weapon_Rifle_Pull_Out_Of_Backpack_Gun_Handling_Cloth_Movement_1.wav,"bag, satchel, open, close, cloth, leather, inventory, ui, crafting, pick up, rustle, backpack",Game,Warfare,Battle Royale Game,00:01.675,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Bag Weapon Rifle Pull Out Of Backpack Gun Handling Cloth Movement 1,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Armor_Common_Drop_1_Hit_Ground_Loot_Inventory.wav,"equipment, equip, gear, loot, pick up, cloth, leather, heavy, slide, drop, hit, grab, shield, armor, protection, military",Game,Warfare,Battle Royale Game,00:01.000,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Armor Common Drop 1 Hit Ground Loot Inventory,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Armor_Common_Drop_2_Hit_Ground_Loot_Inventory.wav,"equipment, equip, gear, loot, pick up, cloth, leather, heavy, slide, drop, hit, grab, shield, armor, protection, military",Game,Warfare,Battle Royale Game,00:01.000,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Armor Common Drop 2 Hit Ground Loot Inventory,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Armor_Common_Drop_3_Equip_Transition_Set_Down_Or_Item.wav,"equipment, equip, gear, loot, pick up, cloth, leather, heavy, slide, drop, hit, grab, shield, armor, protection, military",Game,Warfare,Battle Royale Game,00:01.761,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Armor Common Drop 3 Equip Transition Set Down Or Item,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Armor_Common_Drop_3_Hit_Ground_Loot_Inventory.wav,"equipment, equip, gear, loot, pick up, cloth, leather, heavy, slide, drop, hit, grab, shield, armor, protection, military",Game,Warfare,Battle Royale Game,00:01.250,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Armor Common Drop 3 Hit Ground Loot Inventory,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Armor_Common_Drop_4_Hit_Ground_Loot_Inventory.wav,"equipment, equip, gear, loot, pick up, cloth, leather, heavy, slide, drop, hit, grab, shield, armor, protection, military",Game,Warfare,Battle Royale Game,00:00.841,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Armor Common Drop 4 Hit Ground Loot Inventory,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
Battle_Game_Armor_Common_Pickup_1_Slide_Hit_Grab_Movement.wav,"equipment, equip, gear, loot, pick up, cloth, leather, heavy, slide, drop, hit, grab, shield, armor, protection, military",Game,Warfare,Battle Royale Game,00:01.000,Epic Stock Media,16,44100,2,Epic Stock Media,Battle Game Armor Common Pickup 1 Slide Hit Grab Movement,https://epicstockmedia.com,Epic Stock Media,All files are Copyright Epic Stock Media - All Rights Reserved © 2020 Epic Stock Media
